Artifact Name,Final Patch,Build Outcome,Time in s
pandas_116_0.log,numpy==1.17.4 pytest==5.3.1 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==8.0.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.50.4,No longer recognized as a dependency error,17768.1022
pandas_117_0.log,numpy==1.17.4 pytest==5.3.1 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.50.2,No longer recognized as a dependency error,18577.7071
pandas_118_0.log,numpy==1.17.4 pytest==5.3.0 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.46.1,No longer recognized as a dependency error,18688.7074
pandas_119_0.log,numpy==1.17.4 pytest==5.3.0 attrs==19.3.0 pluggy==0.13.1 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.46.1,No longer recognized as a dependency error,18695.5996
pandas_121_0.log,numpy==1.17.4 pytest==5.2.4 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,No longer recognized as a dependency error,20514.1234
pandas_122_0.log,numpy==1.17.4 pytest==5.2.4 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,No longer recognized as a dependency error,20514.8323
pandas_123_0.log,numpy==1.17.4 pytest==5.2.4 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,No longer recognized as a dependency error,19310.4735
pandas_124_0.log,numpy==1.17.4 pytest==5.2.4 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,No longer recognized as a dependency error,20617.8165
pandas_125_0.log,numpy==1.17.4 pytest==5.2.4 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,No longer recognized as a dependency error,20442.358
pandas_127_0.log,numpy==1.17.4 pytest==5.2.3 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,No longer recognized as a dependency error,11340.4176
pandas_128_0.log,numpy==1.17.4 pytest==5.2.2 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.44.2,No longer recognized as a dependency error,20572.2921
pandas_130_0.log,numpy==1.17.3 pytest==5.2.2 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==4.43.5,No longer recognized as a dependency error,20469.9782
pandas_131_0.log,numpy==1.17.3 pytest==5.2.2 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.42.7,No longer recognized as a dependency error,20471.5285
pandas_133_0.log,numpy==1.17.3 pytest==5.2.2 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.41.3,No longer recognized as a dependency error,18684.7203
pandas_134_0.log,numpy==1.17.3 pytest==5.2.1 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.41.3,No longer recognized as a dependency error,19791.9067
pandas_135_0.log,numpy==1.17.3 pytest==5.2.1 atomicwrites==1.3.0 attrs==19.3.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.41.3,No longer recognized as a dependency error,20336.8653
pandas_136_0.log,numpy==1.17.2 pytest==5.2.1 atomicwrites==1.3.0 attrs==19.2.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.40.0,No longer recognized as a dependency error,22512.0063
pandas_137_0.log,numpy==1.17.2 pytest==5.2.1 atomicwrites==1.3.0 attrs==19.2.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.39.0,No longer recognized as a dependency error,15033.9755
pandas_139_0.log,numpy==1.17.2 pytest==5.2.1 atomicwrites==1.3.0 attrs==19.2.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.3 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.38.3,No longer recognized as a dependency error,19285.6698
pandas_14_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0,No longer recognized as a dependency error,15807.2809
pandas_141_0.log,numpy==1.17.2 pytest==5.2.0 atomicwrites==1.3.0 attrs==19.2.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.38.1,No longer recognized as a dependency error,13608.1144
pandas_143_0.log,numpy==1.17.2 pytest==5.2.0 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.37.0,No longer recognized as a dependency error,24320.157
pandas_148_0.log,numpy==1.17.2 pytest==5.1.2 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.2 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.36.1,No longer recognized as a dependency error,24463.6339
pandas_15_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18859.4121
pandas_150_0.log,numpy==1.17.2 pytest==5.1.2 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.1 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.36.1,No longer recognized as a dependency error,16732.5585
pandas_153_0.log,numpy==1.17.2 pytest==5.1.2 atomicwrites==1.3.0 attrs==19.1.0 pluggy==0.13.0 py==1.8.0 packaging==19.1 more_itertools==7.2.0 pytz==2019.2 python-dateutil==2.8.0 six==1.9.0 hypothesis==4.36.0,No longer recognized as a dependency error,21919.861
pandas_16_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18273.5082
pandas_18_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18810.4737
pandas_19_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0,No longer recognized as a dependency error,17020.0258
pandas_20_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.4 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18927.3538
pandas_21_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.10.1 sortedcontainers==2.1.0,No longer recognized as a dependency error,17299.4303
pandas_22_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.9.1 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,19033.7702
pandas_23_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.9.1 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18966.3076
pandas_24_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.9.1 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,17027.512
pandas_25_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.4 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18866.0044
pandas_26_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.2 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18906.6368
pandas_27_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.2 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18910.1322
pandas_28_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18575.6984
pandas_3_0.log,virtualenv==20.0.20 cython==3.0a5 numpy==1.19.0rc1 pytest==5.4.2 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.4 more_itertools==8.3.0 pytz==2020.1 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.15.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,19327.3384
pandas_32_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18490.4461
pandas_33_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18893.3894
pandas_34_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18792.4215
pandas_35_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,11503.6633
pandas_38_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18223.7396
pandas_39_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18933.849
pandas_40_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.8.0 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,19077.1373
pandas_41_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.7.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,17246.7761
pandas_42_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.6.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,10278.0578
pandas_43_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.6.0 sortedcontainers==2.1.0 wcwidth==0.1.8,No longer recognized as a dependency error,18853.3835
pandas_44_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.6.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,10109.5903
pandas_46_0.log,pytest==5.4.1 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.6.0 sortedcontainers==2.1.0 wcwidth==0.1.8,No longer recognized as a dependency error,11127.2794
pandas_50_0.log,pytest==5.3.5 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.6.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,17296.8261
pandas_52_0.log,pytest==5.3.5 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.5.4 sortedcontainers==2.1.0,No longer recognized as a dependency error,17171.2567
pandas_53_0.log,pytest==5.3.5 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.5.4 sortedcontainers==2.1.0,No longer recognized as a dependency error,16042.4365
pandas_55_0.log,pytest==5.3.5 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.5.4 sortedcontainers==2.1.0,No longer recognized as a dependency error,17127.878
pandas_56_0.log,pytest==5.3.5 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.5.4 sortedcontainers==2.1.0,No longer recognized as a dependency error,9655.17861
pandas_58_0.log,pytest==5.3.5 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.5.1 sortedcontainers==2.1.0,No longer recognized as a dependency error,15921.4938
pandas_59_0.log,pytest==5.3.5 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.5.1 sortedcontainers==2.1.0,No longer recognized as a dependency error,17231.6047
pandas_6_0.log,virtualenv==20.0.20 cython==3.0a5 numpy==1.19.0rc1 pytest==5.4.2 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.4 more_itertools==8.3.0 pytz==2020.1 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.14.0 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18011.5679
pandas_60_0.log,pytest==5.3.5 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.5.1 sortedcontainers==2.1.0,No longer recognized as a dependency error,9506.52166
pandas_61_0.log,pytest==5.3.5 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.5.1 sortedcontainers==2.1.0,No longer recognized as a dependency error,17099.0976
pandas_62_0.log,pytest==5.3.5 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.5.1 sortedcontainers==2.1.0,No longer recognized as a dependency error,15499.5598
pandas_65_0.log,pytest==5.3.5 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.4.1 sortedcontainers==2.1.0,No longer recognized as a dependency error,16974.3792
pandas_66_0.log,pytest==5.3.5 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.4.1 sortedcontainers==2.1.0,No longer recognized as a dependency error,17221.5362
pandas_67_0.log,pytest==5.3.5 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.4.1 sortedcontainers==2.1.0,No longer recognized as a dependency error,17141.1494
pandas_69_0.log,pytest==5.3.5 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.4.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,17189.8387
pandas_70_0.log,pytest==5.3.5 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.2.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.3.1 sortedcontainers==2.1.0,No longer recognized as a dependency error,10372.1737
pandas_73_0.log,pytest==5.3.4 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.1.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.3.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,17136.9155
pandas_74_0.log,pytest==5.3.4 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.1.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.3.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,16898.6416
pandas_75_0.log,pytest==5.3.4 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.1 more_itertools==8.1.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.3.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,17254.3007
pandas_76_0.log,pytest==5.3.4 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.0 more_itertools==8.1.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.3.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,9439.24627
pandas_78_0.log,pytest==5.3.4 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.0 more_itertools==8.1.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.3.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,17183.8908
pandas_8_0.log,pytest==5.4.2 py==1.8.1 attrs==19.3.0 pluggy==0.13.1 packaging==20.3 more_itertools==8.2.0 pytz==2020.1 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.11.0 sortedcontainers==2.1.0 wcwidth==0.1.9,No longer recognized as a dependency error,18887.9925
pandas_80_0.log,pytest==5.3.4 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.0 more_itertools==8.1.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.3.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,17222.7848
pandas_81_0.log,pytest==5.3.4 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.0 more_itertools==8.1.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.3.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,17156.7576
pandas_83_0.log,pytest==5.3.4 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.0 more_itertools==8.1.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.3.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,8579.64459
pandas_84_0.log,pytest==5.3.4 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.0 more_itertools==8.1.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.2.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,17265.8853
pandas_85_0.log,pytest==5.3.4 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.0 more_itertools==8.1.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.2.0 sortedcontainers==2.1.0,No longer recognized as a dependency error,17159.9181
pandas_87_0.log,pytest==5.3.3 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.0 more_itertools==8.1.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.1.5 sortedcontainers==2.1.0,No longer recognized as a dependency error,17208.8449
pandas_88_0.log,pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.0 more_itertools==8.1.0 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.1.5 sortedcontainers==2.1.0,No longer recognized as a dependency error,16978.95
pandas_89_0.log,pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.0 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.1.2 sortedcontainers==2.1.0,No longer recognized as a dependency error,17095.1626
pandas_92_0.log,pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.0 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.1.1 sortedcontainers==2.1.0,No longer recognized as a dependency error,17229.2839
pandas_93_0.log,pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.0 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.1.1 sortedcontainers==2.1.0,No longer recognized as a dependency error,17295.3153
pandas_94_0.log,pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.0 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.1.1 sortedcontainers==2.1.0,No longer recognized as a dependency error,17149.326
pandas_95_0.log,pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==20.0 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.1.1 sortedcontainers==2.1.0,No longer recognized as a dependency error,17132.4785
pandas_98_0.log,numpy==1.18.0 pytest==5.3.2 attrs==19.3.0 pluggy==0.13.1 py==1.8.1 packaging==19.2 more_itertools==8.0.2 pytz==2019.3 python-dateutil==2.8.1 six==1.9.0 hypothesis==5.0.1 sortedcontainers==2.1.0,No longer recognized as a dependency error,18747.1888
PySnooper_2_0.log,pytest==4.5.0 six==1.9.0 atomicwrites==1.3.0 py==1.8.0 attrs==19.1.0 pluggy==0.11.0 more_itertools==7.0.0,No longer recognized as a dependency error,864.871892
PySnooper_3_0.log,pytest==4.4.1 atomicwrites==1.3.0 py==1.8.0 attrs==19.1.0 pluggy==0.9.0 more_itertools==7.0.0 python_toolbox==0.9.3,No longer recognized as a dependency error,628.140757
sanic_5_0.log,pytest==3.10.0 six==1.9.0 atomicwrites==1.2.1 py==1.7.0 attrs==18.2.0 pluggy==0.8.0 more_itertools==4.3.0,No longer recognized as a dependency error,769.388966
scrapy_10_0.log,w3lib==1.15.0,No longer recognized as a dependency error,186.025398
scrapy_12_0.log,w3lib==1.14.3,No longer recognized as a dependency error,210.115531
scrapy_15_0.log,w3lib==1.14.2,No longer recognized as a dependency error,196.135031
scrapy_16_0.log,w3lib==1.14.2,No longer recognized as a dependency error,187.020128
scrapy_17_0.log,w3lib==1.13.0,No longer recognized as a dependency error,203.521665
scrapy_20_0.log,testfixtures==4.8.0,No longer recognized as a dependency error,201.73993
scrapy_24_0.log,w3lib==1.13.0,No longer recognized as a dependency error,158.89792
scrapy_26_0.log,w3lib==1.12.0,No longer recognized as a dependency error,189.155629
scrapy_27_0.log,w3lib==1.12.0,No longer recognized as a dependency error,212.361877
scrapy_29_0.log,w3lib==1.12.0,No longer recognized as a dependency error,187.092796
scrapy_3_0.log,w3lib==1.21.0,No longer recognized as a dependency error,229.684464
scrapy_32_0.log,w3lib==1.11.0,No longer recognized as a dependency error,197.849719
scrapy_37_0.log,w3lib==1.21.0 lxml==4.4.1 parsel==1.5.2 cssselect==1.1.0,No longer recognized as a dependency error,551.469734
scrapy_38_0.log,w3lib==1.19.0 lxml==4.2.0 parsel==1.4.0 cssselect==1.0.3,No longer recognized as a dependency error,1471.31234
scrapy_39_0.log,testfixtures==4.7.0,No longer recognized as a dependency error,208.927181
scrapy_5_0.log,w3lib==1.19.0 lxml==4.1.1 parsel==1.4.0 cssselect==1.0.3,No longer recognized as a dependency error,1582.94809
